359 428 535 1617 2848
inject 5 0 21 4 3
affect 15 43 32 8 52
drill 105 0 0 12 9
done 2 9 13 9 5
anywher 1 1 1 0 0
aim 9 12 27 26 18
small 19 14 31 30 24
medium 4 4 8 5 13
size 3 5 7 15 6
canadian 49 61 27 107 63
payment 24 112 44 77 112
individu 6 7 4 15 10
claim 7 6 3 19 20
employ 6 7 27 33 8
equival 16 7 10 17 11
20000 2 12 0 1 3
peopl 15 19 18 41 12
spend 34 10 18 9 35
sinc 51 63 105 86 63
decid 26 34 11 59 18
nontax 1 0 0 0 0
mainli 8 4 9 8 43
receiv 15 56 13 216 71
valu 26 33 55 208 86
immedi 22 9 12 44 11
want 31 30 62 67 13
outsid 20 9 9 21 11
michael 3 3 3 15 13
wilson 3 5 4 7 2
review 22 10 21 70 12
plan 85 71 49 383 202
later 19 29 18 62 22
spring 10 34 1 4 2
featur 1 7 2 2 1
flowthrough 3 0 0 1 0
allow 58 36 35 66 43
subsidi 4 84 9 1 1
rather 10 17 23 4 14
particip 6 24 15 48 21
easier 1 3 4 2 0
still 35 50 72 68 39
consid 21 38 44 134 19
partnership 12 2 0 83 28
entiti 2 4 2 22 3
qualifi 8 1 0 4 34
pacif 33 11 0 126 63
ltpcg 0 0 0 0 1
electr 4 2 2 35 46
470 2 1 0 0 6
reduct 18 27 12 7 55
method 4 1 4 2 20
diablo 0 0 0 3 2
canyon 0 0 0 0 2
nuclear 2 2 1 12 23
power 8 5 6 48 72
revenu 63 7 1 94 218
192 0 3 0 0 16
925 0 0 0 1 1
260 1 4 0 3 14
prompt 3 8 6 5 5
delay 7 18 14 24 29
receipt 3 0 1 27 10
california 25 1 0 44 19
util 9 2 0 12 53
1984 9 10 7 11 21
applic 6 10 3 84 11
relief 20 6 3 4 3
recov 12 5 7 8 16
58 4 1 3 11 41
construct 13 2 4 22 25
40 24 13 21 55 108
result 37 56 43 109 540
accumul 0 1 1 14 8
defer 1 0 0 9 31
noncash 0 0 0 0 6
effect 61 30 62 47 115
interim 0 0 6 5 20
await 1 8 3 3 1
staff 5 8 8 22 20
divis 3 3 9 149 61
state 135 137 88 130 73
fact 8 6 14 10 10
began 13 13 21 30 13
1969 0 0 0 1 1
line 32 16 25 87 65
fertil 0 3 0 1 1
genet 0 0 0 2 4
research 32 4 8 34 28
ltbabi 0 0 0 0 1
decemb 64 25 25 56 122
316289 0 0 0 0 1
189140 0 0 0 0 1
61762 0 0 0 0 1
8934 0 0 0 0 1
lttemco 0 0 0 1 1
servic 25 20 22 223 144
21 10 6 6 25 114
182839 0 0 0 0 1
132804 0 0 0 0 2
194 1 1 0 1 17
nationwid 3 3 1 4 9
cellular 0 0 0 5 6
ltncel 0 0 0 1 1
purchas 27 78 70 398 50
previouslyannounc 0 0 0 28 5
privatelyheld 1 0 0 32 1
nova 11 0 0 10 3
chicago 3 17 10 33 11
resel 0 0 1 1 1
mobil 42 0 0 7 12
telephon 4 1 8 46 35
1800 1 2 0 3 0
subscrib 0 0 0 12 7
65000 0 1 0 4 3
650000 1 0 0 2 1
2600000 0 1 0 1 4
bp 22 0 0 48 4
scottish 2 0 0 0 2
refineri 131 0 0 2 3
restart 3 0 1 0 0
british 26 18 39 66 37
ltbpl 5 0 0 3 2
grangemouth 6 0 0 0 0
scotland 3 0 0 0 0
shut 14 0 0 0 1
down 81 67 103 30 87
explos 12 4 2 1 2
fire 14 7 0 10 8
hydrocrack 11 0 0 0 0
weekend 7 6 12 7 2
resum 12 3 6 4 12
178500 3 0 0 0 0
barrel 466 0 3 10 11
day 166 30 80 87 23
bpd 338 0 0 1 1
capac 44 4 1 13 22
overhaul 4 2 1 1 0
north 42 24 1 40 51
side 12 4 14 15 6
complex 10 3 3 9 7
longer 9 4 21 13 20
origin 5 20 8 44 14
lengthi 1 0 0 1 0
safeti 1 3 0 7 2
check 2 0 6 2 1
carri 21 7 11 19 24
worker 18 5 2 22 9
kill 10 3 1 0 0
extens 11 7 1 22 4
32000 2 1 0 1 3
today 138 66 259 179 79
remaind 2 2 1 12 7
19000 2 0 0 1 3
catalyt 2 0 0 0 0
cracker 2 0 0 0 0
undamag 2 0 0 0 0
inquiri 1 7 2 8 5
accid 5 2 0 0 6
happen 5 3 6 12 5
incid 4 0 2 1 0
imperi 9 0 0 10 18
lower 52 69 68 32 198
ltcanadian 2 0 0 9 8
commerc 5 9 17 49 31
quarter 53 8 31 53 865
6970 0 0 0 0 1
maintain 25 15 16 15 30
mani 26 36 43 19 16
uncertainti 6 4 9 5 15
6360 0 0 0 0 1
octob 10 15 6 14 30
965 0 0 0 1 5
870 0 1 0 0 6
basic 3 10 13 6 15
61 2 3 0 7 38
64 8 5 0 7 59
6000 1 12 0 1 5
calcul 6 12 6 4 13
1720 1 0 1 0 3
1520 0 0 3 0 3
adopt 6 4 15 13 13
agress 0 0 0 1 1
postur 0 0 1 0 1
exposur 0 0 7 3 14
34 9 4 7 26 76
inspector 0 0 0 0 1
partli 6 4 34 9 21
5618 0 0 0 0 1
5409 0 0 0 0 2
2136 0 0 0 0 1
yearearli 0 1 0 0 21
1701 0 0 0 0 1
offset 14 10 33 5 42
noninterest 0 0 0 0 2
8392 0 0 0 0 2
7893 0 0 0 0 2
consum 19 20 16 26 24
field 106 29 3 15 14
100 16 13 26 83 67
fourth 17 9 4 17 175
nonaccru 0 0 0 0 14
yearend 4 0 4 15 37
suspens 8 1 5 0 13
brazil 57 21 15 17 60
virtual 4 2 4 2 3
littl 9 14 41 16 16
advers 1 5 8 5 14
impact 10 22 22 15 44
futur 66 91 89 74 78
wast 1 2 0 62 15
ltwmx 0 0 0 7 1
chemlawn 0 0 0 89 0
ltchem 0 0 0 12 0
wholli 1 0 0 41 7
wmx 0 0 0 2 0
35 23 17 12 60 96
practic 3 7 6 11 5
accept 28 53 17 92 15
3650 0 0 0 5 1
ecolab 0 0 0 11 0
370 1 3 1 2 6
amc 0 0 0 65 3
ltamo 0 0 0 12 4
chrysler 0 0 0 100 12
ltc 1 0 0 20 5
motor 0 0 4 53 38
enter 10 7 22 66 9
brief 7 0 4 6 4
appropri 6 9 30 17 4
keep 24 13 37 14 4
interven 3 0 130 3 0
abov 44 28 75 14 19
149 1 2 15 0 15
yen 8 1 437 16 70
broker 0 3 26 22 8
welbilt 0 0 0 2 1
ltwelb 0 0 0 1 1
3144000 0 0 0 0 1
2464000 0 0 0 0 1
546 0 0 2 0 5
386 0 0 0 0 10
5394000 0 0 0 0 1
4602000 0 0 0 0 2
203 1 3 1 0 19
8084000 0 0 0 0 3
2011 0 0 0 0 1
1524 1 0 0 0 1
5154000 0 0 0 0 2
commonwealth 0 0 0 19 6
ltcma 0 0 0 0 1
payout 1 0 0 0 229
qtrli 0 0 0 0 50
26 11 27 11 37 132
cent 11 24 25 14 125
pro 0 0 0 4 5
basi 5 17 25 56 53
abbrevi 0 0 0 0 1
defend 23 3 14 12 11
jame 7 1 43 32 15
baker 7 1 132 80 2
offic 9 32 9 135 67
chief 10 2 22 85 61
miller 6 7 0 4 5
naval 8 0 0 0 0
respons 17 18 26 70 14
hostil 2 0 0 32 4
justifi 4 1 6 3 1
help 73 34 133 28 40
bring 30 12 40 22 12
1988 18 21 15 24 76
acknowleg 1 0 0 0 0
proce 1 0 1 50 29
actual 7 13 7 5 5
wed 1 1 0 1 1
highest 8 7 4 3 5
bidder 4 0 6 29 0
well 117 24 41 68 84
sage 0 0 0 3 2
ltsage 0 0 0 1 0
arthur 3 0 0 4 4
appleton 0 0 0 4 1
39000 0 0 0 2 1
51 1 3 12 54 68
bought 7 33 78 156 17
116554 0 0 0 1 0
purpos 1 4 6 53 9
circumst 4 2 8 14 9
ltnova 1 0 0 2 1
win 1 0 1 10 3
okay 0 0 0 6 0
huski 0 0 0 17 1
lthyo 0 0 0 2 0
56 2 4 3 10 52
ltunion 0 0 0 4 1
faith 0 1 0 6 0
43 2 5 1 13 73
region 28 20 11 34 17
michel 0 0 3 1 1
cote 2 0 0 4 0
union 30 124 25 87 27
cede 0 0 1 3 0
noncanadian 0 0 0 1 0
key 5 10 35 21 17
equal 3 12 6 23 37
lthutchison 0 0 0 1 0
whampoa 0 0 0 2 2
lthong 0 0 0 1 2
kong 0 4 4 32 38
privat 25 45 34 87 30
rel 8 7 24 7 12
li 0 0 0 2 7
kash 0 0 0 1 2
hutchison 0 0 0 3 13
commeric 0 0 0 1 0
mull 0 3 1 13 1
kappaltkparadiationltrad 0 0 0 1 0
krupp 0 0 0 3 6
golden 2 0 2 15 2
colo 0 0 0 6 1
businessman 0 0 2 8 0
kappa 0 0 0 6 0
network 1 1 3 44 19
radiat 0 0 1 3 1
combin 9 12 3 103 39
292000 0 0 0 1 2
525 1 0 1 4 6
244 0 0 0 5 13
believ 34 16 49 92 35
kapparadi 0 0 0 1 0
both 43 24 37 110 131
ltnew 0 0 0 3 5
hard 8 19 18 7 10
653000 0 0 0 0 3
456 0 0 1 0 10
novemb 5 9 11 25 38
colour 0 0 0 0 3
coat 0 0 1 1 7
tonka 0 0 0 0 6
lttka 0 0 0 0 2
four 44 42 42 103 247
38 8 4 5 29 70
57 0 7 1 12 56
532 0 0 1 0 2
toy 0 0 0 1 8
manufactur 4 5 21 111 54
attribut 2 3 10 2 41
anticip 6 11 6 12 40
shipment 35 92 0 1 20
pound 4 9 49 1 11
puppi 0 0 0 1 1
1254 1 0 0 0 1
103 2 4 1 7 46
147 6 3 4 2 21
pattern 4 4 6 0 5
wide 1 4 20 7 8
somewhat 2 1 6 2 5
stronger 4 1 15 4 9
base 36 32 61 123 66
tradit 8 3 12 4 12
season 11 98 8 6 17
ship 81 70 2 22 21
order 15 13 30 57 104
earli 43 37 96 37 62
pace 3 1 3 5 7
write 1 2 0 4 17
trail 0 0 1 0 3
book 1 9 6 22 37
veri 17 29 54 33 34
introduct 0 4 8 3 15
gac 0 0 0 0 2
liquid 20 3 97 22 41
trust 7 0 33 79 118
ltgactz 0 0 0 0 2
distribut 6 8 1 61 165
175 10 4 8 10 32
south 48 44 28 55 26
africa 28 22 6 20 10
weather 7 79 3 0 5
summari 0 12 0 0 0
usdanoaa 0 5 0 0 0
dri 2 43 4 0 2
push 8 9 52 11 2
orang 0 3 0 11 0
free 16 30 5 11 16
maiz 0 157 2 0 0
triangl 0 1 1 12 3
14 15 23 19 53 197
facil 17 12 27 43 26
bulletin 3 2 3 0 0
agenc 53 40 23 48 15
scatter 0 3 0 1 0
shower 0 8 0 0 0
throughout 3 7 3 8 9
transvaal 0 2 0 0 0
pocket 1 2 0 0 1
persist 2 3 3 0 2
northeast 2 6 0 6 1
temperatur 0 30 0 1 0
degre 14 18 2 3 2
c 1 13 2 31 9
normal 6 40 13 9 12
area 55 142 4 41 45
grainfil 0 1 0 0 0
lightest 0 1 0 0 0
rainfal 0 30 0 0 0
near 35 15 28 14 18
hot 0 2 0 2 0
yield 6 43 40 3 14
northern 22 29 0 25 15
southern 16 24 0 81 27
augat 0 0 0 0 1
ltaug 0 0 0 0 1
uk 17 38 177 53 33
money 4 4 433 18 9
437 0 0 3 0 6
england 0 1 140 16 9
afternoon 3 2 45 4 1
session 10 4 47 1 3
far 29 17 64 24 21
461 0 0 1 1 3
revis 29 13 84 21 21
shortag 7 8 94 1 2
450 2 8 11 12 14
outright 1 0 28 0 0
compris 1 13 25 12 11
120 9 5 9 16 49
band 0 1 107 1 0
1078 0 0 6 1 0
315 0 2 1 0 13
101316 0 0 7 0 0
millipor 0 0 0 4 0
ltmili 0 0 0 1 0
protein 0 2 0 4 1
ltprotein 0 0 0 1 0
databas 0 0 0 4 1
millicorp 0 0 0 1 0
interact 0 0 0 1 1
relationship 2 2 4 4 1
amount 23 41 64 94 84
gencorp 0 0 0 202 8
ltgi 0 0 0 23 3
buyback 0 0 0 4 13
better 17 15 25 25 52
partner 12 0 20 141 26
afg 0 0 0 30 2
wagner 0 0 0 27 7
brown 0 2 1 35 23
belief 5 2 5 7 0
superior 1 0 0 10 1
annouc 1 0 0 1 0
fend 0 0 0 5 1
23 8 18 11 44 140
100dlrashar 0 0 0 1 0
promptli 0 0 1 9 0
pursuant 1 0 1 12 1
98 7 3 2 17 17
2180608 0 0 0 3 0
3apr1987 0 0 0 0 2
16245334 0 0 0 0 2
sandustri 0 0 0 0 1
plastic 3 0 0 23 10
ltspi 0 0 0 0 2
200000 8 18 1 14 5
450000 0 6 0 1 3
7291000 0 0 0 0 1
1177000 0 0 0 0 3
37 14 9 5 16 70
801000 0 0 0 0 4
1329000 0 0 0 0 2
286 0 1 0 3 9
gain 28 10 33 59 592
realti 0 0 0 8 22
ltnpr 0 0 0 0 1
4549000 0 0 0 0 1
3666000 0 0 0 0 1
8903000 0 0 0 0 1
7791000 0 0 0 0 1
209 2 1 0 3 13
199 3 0 0 10 21
41 7 13 3 8 52
8641000 0 0 0 0 1
7928000 0 0 0 0 1
146 1 1 0 1 30
208 0 0 1 0 23
restat 0 0 1 4 90
lamsonsess 0 0 0 0 1
ltlmsdrop 0 0 0 0 1
rail 0 1 0 3 2
lamson 0 0 0 0 2
discontinu 1 0 0 9 229
youngstown 0 0 0 0 1
steel 9 0 4 37 47
door 2 3 1 8 2
maker 0 2 1 59 12
compon 0 0 0 22 16
equip 8 0 4 88 27
railroad 2 2 0 31 3
freight 0 26 1 17 5
car 0 4 1 30 34
sold 13 46 29 187 51
sometim 1 3 3 3 1
95 1 7 7 18 29
922000 0 0 0 0 2
franc 9 27 142 66 208
dealer 3 20 363 48 8
french 9 72 27 74 13
act 10 10 19 52 23
publicis 0 0 1 0 0
send 2 2 4 0 1
signal 4 2 21 2 1
concert 1 0 17 6 0
quot 35 16 34 32 10
6095070 0 0 1 0 0
fix 26 10 53 9 17
609425 0 0 1 0 0
14928 0 0 3 0 0
subsequ 3 5 4 9 5
1492535 0 0 1 0 0
overnight 0 9 23 7 0
bolster 3 2 5 1 3
credibl 0 0 8 3 1
accord 62 58 149 61 21
follow 41 49 33 77 37
repeat 6 3 17 7 5
appar 8 3 12 14 1
undermin 0 2 12 2 0
assumpt 4 2 4 13 3
fluctuat 9 4 31 0 11
remark 6 4 37 3 3
misinterpret 0 0 1 0 0
ltuic 0 0 0 0 1
127 2 3 0 1 22
170 2 4 15 9 17
5667000 0 0 0 0 3
678 1 0 1 0 3
701 0 0 0 0 7
69 3 1 3 10 44
218 0 1 0 2 7
9174000 0 0 0 0 3
2725 0 0 0 1 2
2694 0 0 0 0 1
133 0 4 0 5 28
134 3 5 2 2 42
8408000 0 0 0 0 1
616000 0 0 0 0 1
dispos 5 0 0 12 43
191 1 0 2 3 22
defens 7 0 0 36 18
contractor 4 0 0 6 2
backlog 0 0 0 2 28
310 1 2 1 6 6
coke 1 0 0 12 0
affili 5 2 0 102 24
delaurentii 0 0 0 1 0
ltdeg 0 0 0 1 0
de 24 9 15 37 28
laurentii 0 0 0 3 0
entertain 0 0 1 28 15
embassi 4 7 0 2 0
californai 0 0 0 1 0
cocacola 0 0 0 4 0
ltko 0 0 0 4 0
101 3 4 2 5 37
secondari 7 1 0 4 1
964936 0 0 0 1 0
96 0 3 1 16 23
painewebb 1 0 1 8 1
underwrit 0 3 1 12 9
toni 0 0 0 7 3
lama 0 0 0 3 0
lttlam 0 0 0 1 1
ltcoulson 0 0 0 1 0
coulson 0 0 0 2 0
heel 0 0 1 1 0
leather 0 0 0 2 0
exact 1 3 1 5 7
doe 20 17 49 81 34
materi 7 4 0 54 25
assum 8 3 3 22 17
certain 9 9 10 103 44
liabil 6 0 6 35 29
instron 0 0 0 0 1
ltisn 0 0 0 0 1
2 4 10 21 14 15
ltcentral 0 0 0 0 1
subordin 0 0 0 34 17
252 3 2 0 2 15
239 0 2 0 0 17
159 1 4 1 2 26
strawbridg 0 0 0 0 3
clothier 0 0 0 0 2
ltstrw 0 0 0 0 2
202 0 1 2 1 12
139 0 0 0 0 35
2656 0 0 0 0 1
2351 0 0 0 0 1
283 0 0 0 0 8
207 1 1 1 0 20
241 0 0 1 0 13
7391 0 0 0 0 1
6869 0 0 0 0 1
ctsshr 0 0 0 0 18
usda 1 261 0 0 0
2494900 0 1 0 0 0
weekli 15 24 22 5 1
august 9 18 3 13 42
threequart 0 1 0 0 0
ussr 2 64 0 0 0
daili 31 35 27 15 8
usussr 0 12 0 0 0
suppli 93 62 65 35 14
689700 0 1 0 0 0
unknown 0 22 1 0 2
destin 5 26 0 3 1
429800 0 1 0 0 0
wheat 1 765 1 0 0
362400 0 1 0 0 0
151000 0 1 0 0 4
198788 12 31 19 2 13
egypt 8 21 3 0 0
iraq 42 9 1 0 2
buyer 22 17 6 48 3
china 36 115 10 9 14
decreas 11 13 4 3 16
30000 10 20 0 7 7
90000 1 3 0 0 4
begin 26 29 31 29 28
274200 0 1 0 0 0
preced 1 4 0 3 3
third 29 17 20 35 94
below 67 31 58 19 30
belgium 1 7 7 6 0
korea 3 11 23 0 1
mexico 25 7 1 3 3
itali 2 20 24 26 4
cake 0 2 0 1 0
meal 0 9 1 0 0
103700 0 2 0 0 0
234 0 2 0 3 6
low 29 32 76 19 33
spain 4 21 15 8 1
australia 13 30 0 44 20
5400 0 1 0 0 0
venezuela 67 4 0 0 2
500 10 8 16 32 20
cotton 0 37 0 6 0
75200 0 1 0 0 0
run 28 8 24 17 9
bale 0 8 0 0 0
44700 0 1 0 0 0
30500 0 1 0 0 1
show 38 48 70 18 84
taiwan 0 39 77 2 1
thailand 0 13 0 4 1
indonesia 42 12 9 1 0
plaza 0 0 22 3 1
ltplaza 0 0 0 1 0
flyfair 0 0 0 3 0
shefra 0 0 0 3 0
wholesal 2 1 2 14 12
vacat 0 1 0 2 0
travel 2 4 5 13 4
falcon 0 0 0 0 4
cabl 0 0 5 88 18
ltfal 0 0 0 0 2
349 0 0 1 1 13
108 2 4 0 1 33
459000 0 0 0 0 1
4384000 0 0 0 0 2
2542000 0 0 0 0 1
441 0 1 0 0 11
137 1 0 0 3 18
218000 0 1 0 0 4
8864000 0 0 0 0 1
4904000 0 0 0 0 1
232000 0 0 0 1 3
2056000 0 0 0 0 1
460000 0 0 0 0 2
ltexecut 0 0 0 0 1
535110 0 0 0 0 1
129433 0 0 0 0 1
787000 0 0 0 0 4
622130 0 0 0 0 1
hf 0 1 0 0 1
ahmanson 0 0 0 0 1
ltahm 0 0 0 0 1
jone 0 0 0 18 3
medic 0 0 1 56 33
ltjmed 0 0 0 0 1
199037 0 0 0 0 1
135587 0 0 0 0 1
1594895 0 0 0 0 1
1368959 0 0 0 0 1
695398 0 0 0 0 1
446426 0 0 0 0 1
5785365 0 0 0 0 1
4520781 0 0 0 0 1
28 7 10 13 44 326
premier 1 0 2 4 2
ltpre 0 0 0 0 2
regular 1 3 9 3 100
ronson 0 0 0 0 1
ltronc 0 0 0 0 1
971000 0 0 0 0 1
318000 0 0 0 0 2
92 0 14 0 6 23
606000 0 0 0 0 5
325 1 2 0 4 16
319 0 0 0 1 10
note1986 0 0 0 0 29
329000 0 0 0 0 3
352000 0 0 0 0 5
96000 0 1 0 0 5
570000 0 0 0 0 4
dlrs1986 0 0 0 0 1
850000 1 0 0 1 2
writedown 0 0 0 1 109
499000 0 0 0 0 2
item 3 3 1 9 66
108000 0 0 0 0 5
carryforward 0 0 0 4 65
246000 0 1 0 0 2
cineplex 0 0 0 5 2
odeon 0 0 0 3 4
104 0 2 4 2 41
carm 0 0 0 0 1
ltcame 0 0 0 0 1
247489 0 0 0 0 1
27301 0 0 0 0 1
1933107 0 0 0 0 1
796613 0 0 0 0 1
565106 0 0 0 0 1
121997 0 0 0 0 1
3781970 0 0 0 0 1
1778110 0 0 0 0 1
paradyn 0 0 0 0 7
ltpdn 0 0 0 0 1
plead 0 0 0 0 4
guilti 0 0 0 0 4
charg 11 3 2 37 265
conspiraci 0 0 0 0 2
defraud 0 0 0 0 1
social 1 5 1 6 4
principl 2 0 4 79 10
81 1 1 2 7 32
settlement 2 3 9 27 50
suit 0 0 4 51 21
29 5 4 1 24 122
carrier 5 3 0 17 6
conting 1 0 0 19 9
court 21 18 4 111 12
notic 1 0 1 12 6
dismiss 0 0 4 25 4
briberi 0 0 0 0 1
fals 1 0 2 4 3
except 5 4 4 10 19
lift 30 7 10 14 10
750000 0 4 0 3 7
settl 8 1 2 8 2
deriv 2 8 1 0 6
lawsuit 1 0 0 19 6
385 0 6 0 2 17
80 13 13 10 62 59
kendal 0 0 0 0 2
presid 93 26 49 138 84
execut 13 11 13 130 62
succeed 6 0 7 10 5
robert 6 15 15 28 11
wiggin 0 0 0 0 6
resign 0 0 0 24 9
indict 0 0 0 0 2
formerli 2 0 2 10 10
serv 2 5 8 32 4
sluggish 0 2 8 0 2
marketplac 0 0 2 2 2
optimist 11 3 2 2 17
outlook 19 11 21 2 27
875000 0 1 0 1 7
660 2 0 0 1 3
paradyin 0 0 0 0 1
along 13 13 4 16 7
former 1 2 15 53 12
stem 3 2 10 5 4
115 8 9 10 6 43
contract 72 60 52 32 31
award 7 24 0 2 9
comput 1 1 1 89 56
men 2 1 0 1 1
accus 1 1 1 2 1
conspir 0 0 0 0 1
bribe 0 0 1 0 1
defaud 0 0 0 0 1
obstruct 0 0 0 0 1
prosecutor 0 0 0 0 2
oneyear 0 2 0 1 1
pretrial 0 0 0 0 1
success 11 7 31 20 23
probat 0 0 0 0 1
poehl 0 0 27 0 0
bundesbank 0 0 134 0 0
karl 0 0 6 0 0
otto 0 0 7 0 0
symposium 0 0 4 0 0
again 19 13 37 22 15
similar 12 11 13 9 18
duesseldorf 0 0 4 0 0
organis 11 5 8 16 5
deutsch 0 0 6 12 15
invit 2 2 19 4 2
speak 9 7 14 4 6
separ 6 1 2 41 9
200 5 11 22 33 36
banker 15 0 85 31 18
repli 9 4 8 8 2
give 15 21 38 112 46
room 2 5 14 3 0
match 4 1 8 22 4
hint 1 1 2 0 0
attend 7 1 12 2 2
seen 28 27 35 11 16
present 27 20 34 37 29
pointer 0 0 1 0 0
revalu 0 0 14 3 5
them 26 23 39 67 16
quit 3 3 10 5 3
clearli 2 2 14 3 3
halfpoint 0 0 9 0 0
discount 25 3 54 9 19
lombard 0 0 7 1 0
came 12 2 20 14 11
discuss 35 33 45 103 5
author 4 41 51 56 58
persuad 2 1 8 1 0
bargain 1 0 2 5 1
tabl 1 2 1 9 1
septemb 15 34 38 30 31
wouldnt 0 1 1 2 2
took 5 12 22 23 10
place 16 13 22 50 40
exactli 1 0 3 2 1
emphasis 0 0 1 0 2
realis 2 1 2 2 1
signific 14 16 14 21 42
fall 55 66 148 8 93
summit 0 0 8 4 1
harm 8 1 3 3 1
tone 2 2 1 0 1
sentiment 6 2 26 1 0
stabilis 7 5 49 0 0
underlin 1 1 5 0 0
accommod 0 0 2 0 1
monetari 1 2 172 1 1
prevent 7 11 23 19 2
slowdown 1 0 4 0 1
sole 0 1 2 5 0
led 9 8 15 68 6
instanc 1 0 5 1 1
tighter 1 3 2 0 0
stanc 0 0 10 1 0
overshoot 1 0 6 0 0
directli 3 4 9 14 5
respark 0 0 1 0 0
oblig 6 4 6 19 17
whenev 1 1 4 1 1
occur 7 6 19 9 9
latest 16 19 27 11 24
main 34 25 41 20 12
712 0 0 3 1 13
coupl 7 3 6 3 3
bullish 14 3 7 0 2
strong 22 15 34 22 86
hunt 2 0 1 9 2
ftc 2 0 0 12 0
veto 2 0 0 0 0
georgia 3 0 0 4 15
gasolin 62 1 0 2 2
station 8 0 0 49 10
governor 2 2 49 3 1
prohibit 4 3 1 8 2
predatori 2 0 0 1 0
monopolist 2 0 0 0 0
franchis 1 0 0 16 4
fear 7 10 26 7 4
refinerown 1 0 0 0 0
scheme 5 9 0 4 2
unfound 1 0 1 0 1
anticompetit 1 0 0 4 0
forc 41 12 27 26 24
motorist 1 0 0 0 0
ltvanguard 0 0 0 0 1
index 7 4 26 0 2
whittak 0 0 0 4 7
ltwkr 0 0 0 1 2
whollyoiwn 0 0 0 1 0
rab 0 0 0 1 0
undisclos 1 0 0 130 5
ltfranklin 0 0 0 0 7
york 19 3 40 120 31
taxfre 0 0 0 3 19
fund 9 8 150 111 93
mthli 0 0 0 0 21
73 3 4 3 10 35
snet 0 0 0 0 4
ltsng 0 0 0 0 2
446 0 1 1 1 2
1392 0 0 0 0 4
355 0 1 3 2 10
289 4 0 0 1 11
miglio 0 0 0 0 1
analyst 100 58 95 260 178
stand 5 9 19 12 4
compos 0 1 1 4 1
nonregul 0 0 0 1 2
home 5 26 3 46 36
ltdyhm 0 0 0 0 2
2900 0 0 0 0 2
43500 0 0 0 0 2
1660300 0 0 0 0 1
950000 0 1 0 0 7
578900 0 0 0 0 2
713300 0 0 0 0 2
5112100 0 0 0 0 2
3659600 0 0 0 0 2
intl 0 0 0 15 11
doubl 4 5 7 11 24
ltpri 1 0 0 0 1
instal 14 0 1 12 9
moor 5 0 0 9 1
calm 4 1 9 0 0
catenari 1 0 0 0 0
anchor 1 0 3 0 8
leg 1 0 0 0 0
singlepoint 1 0 0 0 0
termin 18 11 0 85 20
southwest 5 3 0 25 10
coast 29 13 0 15 2
oahu 1 0 0 0 0
hawaiian 1 0 0 1 0
transfer 8 2 4 43 16
crude 429 2 0 4 23
fuel 55 3 1 5 28
tanker 51 0 0 0 1
tank 3 1 0 2 0
pri 2 0 0 0 0
g 1 0 1 4 4
reed 1 0 0 25 0
permit 5 8 3 21 5
24hour 2 0 0 0 0
kind 10 1 6 9 1
turnaround 2 0 1 4 2
accomod 2 0 0 0 0
vessel 18 13 0 9 0
150000 5 9 0 2 5
deadweight 1 0 0 0 0
cargo 13 13 0 3 2
abn 0 0 1 0 5
encourag 15 16 21 5 15
view 6 7 26 30 14
algemen 0 0 1 2 1
nederland 0 0 2 4 2
nv 1 0 2 29 27
ltabnna 0 0 0 1 1
robertu 0 0 0 0 1
hazelhoff 0 0 0 0 4
527 2 1 2 1 6
guilder 0 4 65 5 48
478 0 1 2 1 6
sharpli 11 11 21 6 34
compens 9 10 1 6 12
perform 4 4 24 14 74
notabl 2 4 1 1 3
sharesplit 0 0 0 0 1
facilit 0 0 0 5 2
spark 4 13 1 2 1
amsterdam 0 0 0 3 2
517 0 0 1 0 8
hung 0 0 0 1 2
trend 10 12 21 9 12
575 0 2 1 5 7
242 1 1 2 3 13
global 3 5 10 9 9
nip 0 0 0 0 1
via 1 6 31 3 4
lend 21 2 33 11 18
overli 1 0 2 3 1
default 2 0 2 4 16
latin 10 0 1 1 8
debtor 3 0 1 2 6
factor 10 10 54 21 36
distanc 2 0 0 1 12
dutch 1 10 35 21 19
insititut 0 0 0 0 2
troubl 8 3 4 8 6
sovereign 1 0 0 8 3
these 43 33 50 42 43
ultim 2 2 2 5 8
incur 1 0 2 8 18
tin 1 7 0 0 3
wake 0 0 0 2 5
council 13 27 32 6 1
crisi 16 2 11 0 3
written 1 2 2 4 7
electromed 0 0 0 0 5
ltelmd 0 0 0 0 2
convers 1 2 2 16 13
debentur 0 0 0 47 22
comparison 3 7 0 0 13
lost 16 6 7 15 35
14500 0 0 3 0 0
tokyo 2 3 80 7 8
unicorp 0 0 0 14 3
ltuac 0 0 0 3 3
70 16 12 2 27 48
1279000 0 0 0 0 1
7979000 0 0 0 0 1
196 0 0 1 4 15
89 0 3 0 4 39
243 1 0 1 0 13
298 1 3 1 2 9
562 0 0 0 1 5
838 2 0 1 0 2
121 0 0 2 3 31
131 1 3 1 3 31
mlnm 0 0 0 0 2
129 1 3 4 4 24
eight 20 19 33 52 206
real 6 7 38 43 65
estat 2 1 3 51 59
dahlberg 0 0 0 0 1
ltdahl 0 0 0 0 1
286870 0 0 0 0 1
156124 0 0 0 0 1
7577207 0 0 0 0 1
160109 0 0 0 0 1
906034 0 0 0 0 1
381 0 0 0 3 11
312 0 4 0 1 13
ltdevtek 0 0 0 0 1
1180000 0 0 0 0 1
